QD_Ref,BorrowerSSNLast4,AppDate,FundingDt,Contract_Maturity,Amt_Funded,OutstandingPrincipal,NoteRate,APR_Effective,ContractTermMo,RemainingPayments,SchedPayment,ActualLastPmt,VehicleMake,VehicleModel,VehicleYear,VehicleVIN,Mileage_Orig,NewOrUsed,DealerName,DealerState,CreditScoreAtOrig,CreditScoreCurrent,CoBorrowerFlag,CoBorrowerScore,BorrowerDTI_Back,BorrowerAnnualInc,EmployerName,EmpYears,IncomeVerified,BorrState,BorrZip,BorrCity,LoanStat,DaysPastDue,DelinqBucket,NumLate30,NumLate60,NumLate90,CumulLossAmt,RecoveryAmt,ChargeoffDate,PaymentMethod,AutoPayEnrolled,ModificationFlag,HardshipPlan,LTV_Orig,BookValue_Orig,CurrentBookValue,Depreciation_Pct,WholesaleValue,RetailValue,OrigFee,ServicingFee_Bps,PoolID,InvestorCode,BatchID,MonthsOnBooks,VintageQtr,FirstPmtDefault,Ext_bureau_inqs_6mo,Ext_revolv_util,Ext_open_accts,Ext_total_accts,Ext_derog_marks,Ext_collections,Ext_bankruptcies,Channel,PricingTier,RiskBand,DecisionEngine_Score,FraudScore,IdentityConfidence
QD-0000301,,04/24/2023,2023-09-24,,49218.99,43606.62,7.11,8.24,48,8,1031.47,899.54,Chevrolet,Equinox,2022,JXQTC8SJKG4REPUOC,113468,Used,Local Motors,AL,631,612,1,757,,32561,Self-Employed,21,Verified,AL,99814,City 17,30DPD,32,30-59,5,0,0,0.0,0.0,,,1,0,0,,40048,25350.38,36.7,18557.2,26709.29,16.7,75,QD-2024-A,INV_AUTO_1,BATCH-582,40,2023Q2,0,14,38.5,23,40,1,5,0,Dealer Direct,Deep Subprime,C,611.0,85.6,57.5
QD-0000302,5003,24-Apr-2023,2024-08-30,,35167.93,17395.3,4.69,6.0,36,9,980.7,805.94,Toyota,Corolla,2021,01QASL9QOYJSAZIDR,31263,Used,CarMax,NJ,637,669,1,651,25.5,70476,,,Self-Reported,NJ,36668,City 36,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,1,0,0,77.8,45203,35755.57,20.9,25482.71,36122.8,267.46,25,QD-2024-B,INV_AUTO_1,BATCH-304,27,2023Q2,0,11,89.8,22,40,2,2,0,Online App,Deep Subprime,E,768.6,10.3,53.8
QD-0000303,4829,03/26/2023,2024-04-30,,47098.55,41666.79,15.21,16.3,,80,567.8,545.5,Kia,Forte,2023,Y26GKTUF15NKJLG3O,66204,New,,AL,616,616,0,,34.6,,Amazon,22,Self-Reported,,94464,City 38,CURRENT,0,Current,,0,0,0.0,0.0,,ACH,1,0,0,86.8,54261,48563.6,10.5,39913.3,57931.89,240.93,100,QD-2025-A,INV_AUTO_3,BATCH-676,4,2023Q1,0,,90.6,17,25,,1,0,Online App,Near Prime,C,744.8,83.3,70.8
QD-0000304,4857,08/06/2024,2022-07-07,,42076.16,40484.56,11.91,14.1,36,31,1180.38,1137.85,Nissan,Altima,2018,3LZ8VNBZ40YS1SBDX,25474,Used,Group 1,TX,727,715,1,560,64.1,137475,AT&T,9,Employer Confirmed,TX,59362,Austin,60DPD,81,60-89,3,1,0,0.0,0.0,,Mobile App,1,0,0,128.0,32872,21038.08,36.0,15486.8,21128.11,131.43,25,QD-2025-A,INV_AUTO_2,BATCH-374,5,2024Q3,0,12,86.7,15,25,7,2,0,Dealer Direct,Subprime,,438.1,69.0,93.9
QD-0000305,7749,06/11/2022,2023-09-01,,60239.42,46059.21,14.57,14.82,60,34,,996.33,GMC,Terrain,2022,J3FR6Q95IEJ2IT97B,62969,Used,Carvana,MD,839,833,1,554,52.6,158552,Freelance,24,Self-Reported,MD,40401,City 34,CHARGED_OFF,266,Charged Off,7,2,2,37080.18,5020.98,05/18/2024,ACH,1,0,,134.8,44688,35973.84,19.5,27143.66,41199.7,139.42,100,QD-2024-A,,BATCH-241,26,2022Q2,0,9,61.0,22,31,4,2,0,Broker,Near Prime,B,650.5,74.6,95.0
QD-0000306,3382,12/28/2023,2024-03-28,,33594.59,10616.76,3.1%,4.31,84,40,400.97,383.0,Toyota,Camry,2021,9D3R3040HIIL7W6AT,105057,Used,Group 1,AL,791,733,0,,43.2,237696,Starbucks,27,Self-Reported,AL,47858,City 21,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,81.4,41271,31696.13,23.2,25445.84,33388.01,7.29,75,QD-2024-A,INV_AUTO_3,BATCH-752,44,2023Q4,0,5,87.7,7,9,5,1,0,Refinance,Super Prime,C,659.2,3.8,54.0
QD-0000307,5100,05/05/2024,2023-12-21,,78949.49,61200.53,3.31,4.06,60,25,1319.45,1385.66,Chevrolet,Malibu,2019,EALYC920HU7BQRA4Y,100115,Certified Pre-Owned,Carvana,KY,757,782,0,,58.9,58321,Walmart,24,,KY,45315,City 43,CURRENT,0,Current,0,0,0,0.0,,,ACH,0,0,0,121.5,64979,,17.6,40401.95,56855.66,77.77,50,QD-2024-A,INV_AUTO_2,BATCH-221,35,2024Q2,0,,9.6,26,37,7,1,0,Online App,,C,670.1,66.2,82.2
QD-0000308,2979,03/03/2023,2022-02-12,,66447.37,49960.52,22.13,22.39,72,69,,,Tesla,Cybertruck,2023,HO6V8CO2JEP91OXJC,54,New,Larry H. Miller,MA,786,742,0,,37.7,195804,Target,12,,,47687,City 4,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,110.6,60079,35206.29,41.4,29240.39,40480.19,117.76,25,,,BATCH-182,3,2023Q1,0,1,14.9,21,29,4,0,0,Dealer Indirect,Super Prime,B,588.0,49.5,80.7
QD-0000309,6688,11/29/2022,2023-03-21,,73679.9,45209.57,11.7,12.29,72,25,1033.31,1046.4,Tesla,Model S,2018,W22DPTMD4F9HG3SD2,58546,Used,,MA,706,720,0,,56.2,27434,Uber,16,Employer Confirmed,MA,51220,,REPO,171,Repo,7,5,3,30928.13,29149.75,02/12/2024,Online,1,0,0,121.2,60792,,43.1,27455.37,36925.87,424.33,25,QD-2024-A,INV_AUTO_2,BATCH-502,47,2022Q4,0,6,2.5,20,37,2,0,0,Broker,Prime,B,489.5,21.4,63.2
QD-0000310,4767,05/07/2022,2024-06-19,,65245.81,51746.32,3.65,4.3,60,17,1090.74,1127.1,Jeep,Compass,2019,1DE1YU96AG0SLZOB3,45163,Used,Carvana,KY,813,814,0,,46.5,194120,UPS,8,Verified,KY,94735,City 40,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,0,0,0,133.0,49057,34094.62,30.5,28247.0,40754.43,75.47,100,QD-2024-A,INV_AUTO_1,BATCH-470,43,2022Q2,0,7,14.1,,22,4,3,0,Dealer Indirect,Prime,D,666.0,38.0,83.4
QD-0000311,5688,,2023-12-27,,38646.3,13489.96,13.43,14.83,36,29,1085.52,1075.93,Kia,Soul,2024,5EJE32TE5X53LRZMO,45894,New,Sonic Auto,WA,689,709,0,,48.4,59639,Self-Employed,8,Self-Reported,WA,,City 2,30DPD,37,30-59,3,0,0,,0.0,,,0,0,0,82.5,46844,43611.76,6.9,35201.45,45660.41,333.25,25,,,BATCH-546,7,2022Q1,0,9,53.5,17,26,1,1,0,Dealer Indirect,Subprime,E,615.9,4.4,70.8
QD-0000312,3730,05/06/2022,2022-05-09,,46975.26,0.0,2.91,5.01,84,54,560.59,0,Subaru,Outback,2018,ZL3FUHT4LG5HU63RX,17575,New,Larry H. Miller,SC,581,571,1,,40.5,165171,FedEx,1,Not Verified,SC,19243,City 1,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,1,0,0,87.3,53809,34383.95,36.1,30221.9,37508.37,487.77,25,QD-2025-A,INV_AUTO_1,BATCH-958,30,2022Q2,0,12,16.7,12,20,1,2,0,Broker,Near Prime,A,423.0,70.8,73.4
QD-0000313,1651,02/20/2022,2023-07-04,,43246.98,27611.54,15.49,16.53,60,46,730.09,726.63,Toyota,,2025,6LJPWM8Y64TRQI6BY,90782,New,Larry H. Miller,MD,531,555,0,,29.0,60498,Self-Employed,11,Employer Confirmed,MD,75564,City 41,90DPD,174,120+,7,3,2,0.0,0.0,,Mobile App,1,0,0,71.4,60570,54270.72,10.4,47879.84,55530.77,146.7,75,QD-2025-A,INV_AUTO_1,BATCH-104,14,2022Q1,0,4,78.0,13,17,4,5,0,,Prime,A+,362.4,,78.1
QD-0000314,7209,07/27/2023,2022-12-01,,63562.32,55926.58,17.23,17.45,36,2,1790.97,1574.63,Kia,Sportage,2024,WAVLFDJYUJJV8LRZS,25385,,CarMax,KY,766,788,0,,17.5,125258,Home Depot,17,Self-Reported,KY,52689,City 24,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,1,,0,133.7,47541,31900.01,32.9,25269.81,37902.53,40.49,25,QD-2024-A,,BATCH-552,34,2023Q3,0,4,28.9,20,39,7,3,0,Broker,Super Prime,A+,699.1,24.6,96.6
QD-0000315,2444,04/21/2023,2023-08-31,,48227.16,17735.6,6.3,7.05,72,55,673.34,667.92,,CR-V,2021,084DEHNSB02LNNW13,94515,Used,Hendrick Auto,WI,783,739,0,,45.6,30728,Walmart,30,Self-Reported,WI,60838,City 1,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,1,0,0,119.1,40493,25308.12,37.5,19389.94,25787.14,36.92,100,QD-2024-B,,BATCH-138,17,2023Q2,0,12,,7,14,5,3,0,Online App,Near Prime,B,707.8,0.2,82.5
QD-0000316,2976,08/19/2024,2022-07-26,,17370.23,0.0,6.91,7.66,72,70,242.64,0,Hyundai,Kona,2020,ZEKLEJVGIFY1CAGQ7,99648,Used,Local Motors,WA,822,850,0,,15.2,84672,,,Verified,WA,,City 3,PAID_OFF,,Paid Off,0,0,0,0.0,0.0,,Online,1,0,0,81.8,21235,15459.08,27.2,12921.71,18291.74,198.95,50,QD-2024-B,INV_AUTO_2,BATCH-261,2,2024Q3,0,2,84.5,23,27,0,1,0,Refinance,Near Prime,B,655.0,76.2,89.8
QD-0000317,6603,11/25/2022,2023-01-15,,9526.24,3035.41,150.5,,48,10,200.72,209.5,Chevrolet,Traverse,2023,55HSS7NW03VM1U0MR,25788,Certified Pre-Owned,Lithia,NJ,603,548,0,,57.7,98354,Target,9,Verified,NJ,54353,City 11,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,0,0,0,96.9,9831,6812.88,30.7,5394.55,6966.77,207.49,50,,INV_AUTO_2,BATCH-301,38,2022Q4,0,7,57.5,8,28,,0,0,Online App,Subprime,B,532.7,67.5,76.1
QD-0000318,,09/03/2022,2022-03-30,,37009.37,0.0,24.74,25.89,48,,786.92,0,Kia,Seltos,2024,QPXYKFO7IQXBS000D,58224,New,Lithia,NC,635,673,,,48.9,242495,Uber,2,Employer Confirmed,NC,34912,City 10,PAID_OFF,0,Paid Off,,0,0,0.0,0.0,,,1,0,,74.7,49544,32451.32,34.5,27722.08,34240.27,373.72,50,QD-2024-B,INV_AUTO_3,BATCH-267,4,2022Q3,0,0,61.9,29,40,3,5,0,Dealer Direct,Subprime,E,806.0,41.1,62.4
QD-0000319,4846,02/14/2023,2024-10-19,,17160.1,8947.61,12.22,13.3,36,19,481.52,399.54,Volkswagen,Atlas,2018,A70WIC597ZJC3WSFZ,106504,Used,Carvana,WI,N/A,617,0,,62.6,152785,Google,6,,WI,75113,City 45,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,,,14883,10611.58,28.7,8102.16,12617.71,258.78,25,,,BATCH-790,17,2023Q1,0,9,32.1,24,29,4,0,0,Online App,Near Prime,A+,563.2,32.2,51.6
QD-0000320,1705,12/18/2024,2024-05-04,,46246.27,16623.51,5.34,6.44,36,34,1290.34,1273.01,Tesla,Model Y,2024,MYVSB9867LCUKCEHC,28588,New,Local Motors,WA,725,760,0,,24.7,29068,Uber,12,Self-Reported,WA,12705,City 14,90DPD,160,120+,4,1,3,0.0,0.0,,ACH,1,0,0,99.6,46432,26976.99,41.9,22546.16,27264.78,177.11,25,QD-2024-A,INV_AUTO_3,BATCH-951,2,2024Q4,0,12,70.2,21,36,6,0,0,Online App,Near Prime,D,657.3,97.0,52.2
QD-0000321,8273,09/28/2024,2024-12-01,,27825.51,8452.13,20.62,21.04,36,26,786.21,653.65,Toyota,RAV4,2019,M228GN0GX4OZV6ZVN,61110,New,Group 1,CO,565,603,1,554,25.6,47385,,,,CO,55547,City 2,30DPD,57,30-59,2,0,,0.0,0.0,,ACH,1,0,0,114.4,24323,13791.14,43.3,10043.56,15692.84,392.04,75,QD-2025-A,INV_AUTO_1,BATCH-544,10,2024Q3,0,12,26.1,9,28,0,2,0,Dealer Indirect,Prime,C,539.2,56.3,74.9
QD-0000322,4701,04/08/2024,2023-11-09,,45887.4,34311.87,18.13,20.42,36,23,1293.91,1127.8,Subaru,,2022,93CVF90M1SHRSKR6L,83529,Used,Local Motors,NC,846,801,0,,52.0,159147,Bank of America,19,,NC,28015,City 26,CHARGED_OFF,254,Charged Off,6,4,4,33901.98,11748.43,11/04/2024,ACH,0,0,0,93.6,49025,45103.0,8.0,32132.41,51514.72,397.96,100,,,BATCH-123,13,2024Q2,,6,2.2,1,15,,4,0,Online App,Super Prime,E,835.3,86.6,67.2
QD-0000323,5234,12/07/2023,2022-08-23,,36834.88,0.0,20.73,20.86,48,17,780.65,0,Hyundai,Kona,2025,2V818IQWLOK7GBUPL,88370,New,Local Motors,OR,738,711,0,,37.4,108110,FedEx,7,Employer Confirmed,OR,47109,City 31,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,,1,0,,87.5,42097,37003.26,12.1,28639.3,38866.91,285.04,100,QD-2025-A,INV_AUTO_3,BATCH-497,31,2023Q4,0,5,41.8,12,32,6,2,0,Refinance,Subprime,E,826.8,78.0,76.6
QD-0000324,8208,12/14/2022,2023-09-29,,57950.4,18175.32,4.29,4.49,36,22,1615.49,1625.32,Honda,Pilot,2021,D4DJXMVMTYGLFS9AW,55523,Certified Pre-Owned,Larry H. Miller,,762,790,0,,60.0,171203,,,Self-Reported,OH,65600,City 27,CURRENT,0,Current,0,0,0,0.0,0.0,,,0,0,,104.7,55349,43615.01,21.2,39036.64,51713.4,156.01,50,QD-2024-B,INV_AUTO_3,BATCH-605,14,2022Q4,0,12,17.2,24,26,8,1,0,Broker,Super Prime,D,733.8,64.3,71.6
QD-0000325,,04/06/2024,2023-02-02,,40967.22,0.0,12.16,12.38,84,64,492.65,0,GMC,,2021,VR6CUHR5D7HFVSV3V,27849,,CarMax,WA,761,793,0,,64.1,103763,,,,WA,96729,City 8,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,0,0,0,100.4,40804,25216.87,38.2,18995.14,26541.48,304.91,50,QD-2024-A,INV_AUTO_1,BATCH-728,20,2024Q2,0,0,,28,46,4,1,1,Refinance,Deep Subprime,A,638.7,63.4,68.9
QD-0000326,5633,03/01/2022,2024-01-05,,10439.93,7451.57,9.35,9.53,60,36,175.35,157.8,Subaru,Outback,,161Y2D6UNUWIXUY3O,94043,Used,Local Motors,NY,562,576,1,567,15.1,244888,UPS,11,Not Verified,,92668,Brooklyn,REPO,251,Repo,8,2,3,5569.53,3194.15,03/05/2024,Online,0,0,0,113.7,9182,6216.21,32.3,5060.21,6477.69,,75,QD-2024-C,INV_AUTO_3,BATCH-199,24,2022Q1,0,,86.4,10,29,7,0,0,Online App,Subprime,C,747.0,92.7,
QD-0000327,2251,09/22/2022,2022-09-06,,28938.42,15041.32,11.41,11.83,48,24,608.62,557.74,Mazda,MX-5,2023,29US74CCFH9APUN9W,53913,Used,Penske,MI,686,,1,581,17.4,62728,Amazon,29,Verified,MI,96683,City 40,90DPD,145,120+,,3,2,0.0,0.0,,ACH,1,0,0,119.0,24318,19770.53,18.7,16833.16,23453.47,375.07,25,,,BATCH-867,24,2022Q3,0,3,88.5,10,26,3,1,0,Online App,Super Prime,B,364.7,80.6,55.5
QD-0000328,1455,01/14/2024,2024-02-17,,35522.44,16549.91,17.34,19.75,72,55,500.5,456.15,GMC,Terrain,2020,XW068AXP0UO7RV87Z,88852,Used,CarMax,WI,849,850,0,,19.7,103885,Uber,16,Verified,WI,48143,City 16,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,124.2,28601,23939.04,16.3,18983.53,26228.23,140.85,75,QD-2024-C,INV_AUTO_2,BATCH-185,17,2024Q1,0,2,22.0,1,4,1,1,0,Dealer Indirect,Near Prime,A+,431.2,88.4,64.0
QD-0000329,7385,11/29/2024,2022-02-17,,38005.44,36732.22,14.78,15.91,72,26,534.35,435.84,Ford,Mustang,2020,L120ETCCGRPH3QVPS,53217,Used,Penske,MI,627,593,1,585,31.9,174242,Target,14,,MI,13382,City 32,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,125.8,30211,17371.32,42.5,13694.02,20240.22,412.65,75,QD-2024-B,INV_AUTO_3,BATCH-414,46,2024Q4,0,8,63.2,9,10,0,1,,Refinance,Prime,,833.4,81.9,74.9
QD-0000330,2695,12/03/2023,2024-03-09,,$38003.6,$23066.77,16.66,18.93,36,21,1070.31,865.0,Ford,Mustang,2022,B5GTNOBC2F8DNZ3LV,9462,Certified Pre-Owned,Lithia,NJ,551,495,0,,35.3,120024,,,Not Verified,NJ,85097,City 11,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,99.4,38233,32995.08,13.7,24746.61,38980.17,457.64,75,QD-2024-C,,BATCH-229,15,2023Q4,0,1,39.7,19,31,1,5,0,Online App,Near Prime,A+,524.7,0.1,86.4
QD-0000331,6332,08/25/2023,2022-06-19,,50217.28,35986.04,19.27,21.73,48,0,1062.99,1108.22,Chevrolet,Traverse,2019,AT6MDVBO10GGOV1CR,35195,Used,Lithia,MN,548,536,0,,28.5,197477,Walmart,4,,MN,,City 28,30DPD,54,30-59,1,0,0,0.0,0.0,,ACH,0,0,0,96.7,51931,45439.62,,38651.02,49047.44,160.69,50,QD-2024-B,,BATCH-937,48,2023Q3,0,13,45.8,,30,,0,,Dealer Direct,Subprime,A,593.6,86.7,58.3
QD-0000332,8169,11/12/2024,2023-03-15,,52113.39,33469.63,18.89,19.34,48,30,1102.79,,Nissan,Pathfinder,2020,K3GMJOIEZZG6DLMFB,23199,Used,CarMax,PA,811,,1,614,29.4,63367,,,Not Verified,PA,61802,City 47,30DPD,57,30-59,5,,0,0.0,0.0,,Check,1,0,0,98.5,52907,49838.39,5.8,36958.71,53766.02,12.73,25,,INV_AUTO_1,BATCH-369,18,2024Q4,0,11,61.2,4,24,6,0,0,Dealer Indirect,Prime,E,582.8,79.8,75.8
QD-0000333,3894,08/16/2024,2024-08-19,,36336.66,32826.93,8.84,10.36,48,31,762.59,693.66,BMW,X5,2025,IUA0IRAL0L8LPHYKI,86721,New,Hendrick Auto,SC,668,685,0,,63.6,99793%,US Army,4,Self-Reported,SC,75201,City 13,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,70.3,51688,44865.18,13.2,35476.7,45770.88,46.32,25,QD-2024-B,INV_AUTO_3,BATCH-554,17,2024Q3,0,4,96.7,4,22,7,,0,Dealer Indirect,Near Prime,A,387.1,85.8,84.0
QD-0000334,2684,08/05/2022,2024-02-12,,15335.34,12587.34,14.58,15.72,48,28,323.37,287.31,Toyota,Highlander,2019,I46JI5ENMMPVCKJMX,51261,Used,Sonic Auto,WI,711,657,0,,64.3,245883,-50000,17,Self-Reported,WI,18543,City 11,REPO,90,Repo,7,4,4,4660.0,5703.24,08/16/2024,ACH,1,0,0,101.7,15079,8444.24,44.0,6461.88,8446.28,319.09,75,QD-2024-B,INV_AUTO_1,BATCH-563,20,2022Q3,0,8,49.1,9,9,1,4,0,Broker,Deep Subprime,B,746.0,93.6,69.3
QD-0000335,9003,06/20/2023,2022-03-09,,22505.93,20130.52,22.19,23.06,48,10,477.54,477.6,GMC,Canyon,2019,ABZM36WKR38K2D0JZ,57876,Used,Hendrick Auto,AL,654,643,0,,33.3,242891,Bank of America,29,Not Verified,AL,74831,City 36,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,1,1,0,91.7,24543,13842.25,43.6,11874.86,15666.38,460.45,100,QD-2025-A,INV_AUTO_2,BATCH-151,38,2023Q2,0,14,99.2,26,26,3,2,0,Dealer Direct,Subprime,A,746.8,69.2,81.8
QD-0000336,,05/05/2022,2022-11-12,,16543.91,-9015.48,20.97,21.91,36,1,467.58,501.7,Tesla,Model Y,2025,QGOVUOLAFSJWCCWWJ,89338,New,Local Motors,KY,842,790,1,786,20.7,79603,Freelance,3,Verified,KY,81306,City 43,CHARGED_OFF,160,Charged Off,4,5,1,8391.08,1953.47,10/18/2024,ACH,0,0,0,108.3,15276,10479.34,31.4,,11748.86,119.89,75,QD-2025-A,INV_AUTO_3,BATCH-376,,2022Q2,0,0,77.0,5,16,7,4,0,Broker,Super Prime,A,832.4,99.7,84.0
QD-0000337,7021,02/17/2022,2023-01-06,,51983.38,49086.35,14.13,16.54,36,6,1460.99,,Chevrolet,Equinox,2018,OC8V04B6U5CKNHP41,83753,Used,CarMax,CA,660,659,0,,,78257,Walmart,15,,CA,37243,San Francisco,CHARGED_OFF,164,Charged Off,8,5,3,48896.49,15139.22,02/28/2024,Online,1,0,0,104.1,49936,35903.98,28.1,30281.67,39937.56,49.33,50,,INV_AUTO_3,BATCH-473,,2022Q1,0,5,11.8,6,21,,3,0,Dealer Indirect,Prime,C,532.3,43.7,76.6
QD-0000338,2036,05/17/2022,2024-06-06,,28127.74,22549.08,13.31,13.7,60,51,474.0,420.03,Kia,Sportage,2025,VIPATZ7BYK9L1WDX6,100420,New,Lithia,NJ,569,549,0,,50.7,165179,Starbucks,10,,NJ,84774,City 43,CHARGED_OFF,292,Charged Off,8,4,3,19218.02,3768.79,05/03/2024,,0,0,0,111.3,25272,17260.78,31.7,14685.69,18840.18,495.71,25,QD-2024-A,INV_AUTO_1,BATCH-608,9,2022Q2,0,10,14.3,18,33,5,0,0,Dealer Indirect,Near Prime,B,853.3,64.5,80.0
QD-0000339,2451,08/13/2022,2023-11-16,,28201.36,22107.49,3.14,4.75,84,61,336.61,336.17,Nissan,Frontier,2020,4YEI2V57HDIJWPY51,67615,Used,Sonic Auto,CA,530,487,0,,55.2,194496,,,Employer Confirmed,CA,60297,San Jose,CURRENT,0,,0,0,0,0.0,0.0,,Online,1,0,0,78.7,35834,26481.33,26.1,23148.43,27079.8,296.13,25,QD-2024-B,,BATCH-823,23,2022Q3,0,13,20.0,16,27,8,5,0,Online App,Subprime,D,456.8,19.5,67.3
QD-0000340,,02/13/2024,2024-06-05,,14771.34,8968.34,11.41,12.19,60,19,248.53,268.95,BMW,5 Series,2022,7JJ6V0PMQF6BR2LED,108168,Used,Hendrick Auto,WI,,748,0,,14.8,65025,UPS,26,Not Verified,WI,69907,City 18,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,75.7,19513,13932.28,28.6,12037.07,14162.5,,100,,INV_AUTO_3,BATCH-127,41,2024Q1,0,7,88.9,11,12,1,0,0,Dealer Indirect,Near Prime,C,391.4,57.5,55.8
QD-0000341,6229,07/30/2023,2024-01-27,,32090.29,13103.23,24.02,24.93,84,83,389.67,406.51,BMW,X1,2025,HKYZ1QWJ35YHKJHW1,86248,New,Carvana,MD,841,850,0,,36.4,115422,US Army,30,Not Verified,MD,79133,City 11,90DPD,157,120+,4,2,3,0.0,,,ACH,0,0,0,84.7,37887,26255.69,30.7,20541.08,27251.83,60.05,50,QD-2024-C,INV_AUTO_2,BATCH-898,1,2023Q3,0,2,52.8,30,33,4,1,0,Dealer Direct,Super Prime,D,508.0,50.7,
QD-0000342,1607,04/10/2023,2022-04-08,,57738.12,56337.08,24.68,25.7,72,56,818.41,766.28,Kia,Telluride,2022,K0GM5FFK6O81YRICV,47569,Used,CarMax,KY,698,,0,,57.5,140234,,,Employer Confirmed,KY,60909,City 24,30DPD,47,30-59,3,0,0,0.0,0.0,,,1,0,0,124.5,46376,41181.89,11.2,30086.54,44811.34,69.67,25,QD-2024-B,INV_AUTO_1,BATCH-153,16,2023Q2,0,6,98.2,16,20,5,0,0,,Near Prime,D,783.0,53.6,59.6
QD-0000343,6370,07/08/2024,2024-09-16,,51196.07,0.0,11.06,11.31,36,3,1435.22,0,Mazda,MX-5,2021,Y7SXP271I1DTTOPY7,69205,Used,Hendrick Auto,AZ,800,794,0,,46.2,80826,Self-Employed,8,,AZ,90337,City 29,PAID_OFF,0,,0,0,0,0.0,0.0,,,1,0,0,120.3,42557,36088.34,15.2,32331.91,42484.66,83.79,100,QD-2024-C,,BATCH-627,33,2024Q3,0,1,73.1,,37,3,,0,Online App,Subprime,E,475.5,16.2,79.0
QD-0000344,3301,05/10/2022,2024-11-17,,34499.72,20057.12,13.73,14.15,72,68,484.65,404.69,Chevrolet,Tahoe,2020,ZUH9WL4B731660U20,19617,Used,Local Motors,OH,574,570,1,699,45.8,192869,Walmart,0,,OH,17215,City 45,90DPD,100,90-119,2,1,2,0.0,0.0,,Check,0,0,0,112.7,30612,28316.1,7.5,19938.4,28351.05,393.22,100,QD-2024-A,INV_AUTO_1,BATCH-611,4,2022Q2,0,2,54.4,13,16,0,4,0,Online App,Subprime,E,705.4,78.2,69.1
QD-0000345,5879,05-Sep-2023,2024-06-04,,18597.81,10958.05,12.07,14.14,48,1,391.35,382.98,Mazda,Mazda3,2018,598W406MQ8I3WEHGS,54398,Used,Local Motors,WI,846,850,0,,39.0,150239,Uber,29,Not Verified,WI,15753,City 40,REPO,291,Repo,8,4,3,4970.7,6951.02,04/01/2024,Mobile App,1,0,0,124.5,14938,13937.15,6.7,11963.67,15310.67,424.5,75,,INV_AUTO_1,,47,2023Q3,0,13,17.5,13,14,2,5,1,Dealer Direct,Super Prime,C,,86.7,87.9
QD-0000346,5736,01/26/2024,2024-06-18,,50824.01,31663.2,4.43,4.88,36,0,1416.99,1407.03,Honda,Civic,2024,WT4SNHFOQ0ZDLCCM4,52032,New,Lithia,VA,790,738,1,653,14.1,225366,,,Self-Reported,VA,12972,City 41,CHARGED_OFF,138,Charged Off,4,4,4,29294.24,9427.15,06/21/2024,Online,0,0,0,80.8,62901,56296.4,,39566.67,60519.42,7.57,,QD-2025-A,,BATCH-330,36,2024Q1,0,2,6.2,21,39,4,,0,Online App,Prime,B,338.6,65.6,80.2
QD-0000347,3889,03/23/2023,2022-08-05,,66564.81,49588.18,22.67,23.07,48,0,1412.97,1167.06,Ram,2500,2018,PLHRTC7I85H6YYDCM,73808,New,CarMax,GA,693,656,0,,29.7,194691,,,,GA,97581,City 30,60DPD,71,60-89,2,3,0,0.0,0.0,,,1,0,0,117.0,56893,49610.7,12.8,36137.12,52527.65,,50,QD-2024-B,INV_AUTO_3,BATCH-670,48,2023Q1,,1,12.3,4,7,1,3,0,Dealer Indirect,Near Prime,B,517.3,71.9,74.5
QD-0000348,1380,10/23/2024,2023-03-07,,15170.48,9778.75,9.33,10.53,84,66,182.01,199.58,GMC,,2025,PBNXMSMFCBSOM4HN9,44113,,Carvana,MA,643,640,1,790,55.2,222096,Bank of America,3,Employer Confirmed,MA,23143,City 27,CHARGED_OFF,198,Charged Off,6,2,1,6635.11,678.69,06/21/2024,Online,1,0,0,115.4,,7230.3,45.0,5331.39,8540.88,231.67,100,QD-2025-A,INV_AUTO_1,BATCH-564,18,2024Q4,0,7,70.6,7,8,5,3,0,Refinance,Near Prime,A,754.7,88.6,61.1
